chain,contract_reuse_count,runtime_group_count,contracts_in_group,cumulative_contracts,total_contracts,cumulative_contract_fraction,cumulative_runtime_groups,total_runtime_groups,cumulative_runtime_fraction
ethereum,977,1,977,1935981,72881396,0.02656344562884059,361676,362813,0.9968661541896239
ethereum,980,1,980,1936961,72881396,0.026576892133076045,361677,362813,0.9968689104304421
ethereum,982,2,1964,1938925,72881396,0.026603840025237715,361679,362813,0.9968744229120787
ethereum,983,2,1966,1940891,72881396,0.026630815359244765,361681,362813,0.9968799353937152
ethereum,984,2,1968,1942859,72881396,0.026657818135097194,361683,362813,0.9968854478753517
ethereum,986,1,986,1943845,72881396,0.026671346964868784,361684,362813,0.9968882041161701
ethereum,989,1,989,1944834,72881396,0.026684916957408444,361685,362813,0.9968909603569883
ethereum,993,1,993,1945827,72881396,0.026698541833638862,361686,362813,0.9968937165978066
ethereum,994,1,994,1946821,72881396,0.026712180430791967,361687,362813,0.9968964728386248
ethereum,996,1,996,1947817,72881396,0.026725846469790454,361688,362813,0.9968992290794432
ethereum,997,1,997,1948814,72881396,0.026739526229711628,361689,362813,0.9969019853202614
ethereum,1000,13,13000,1961814,72881396,0.026917898224671766,361702,362813,0.996937816450899
ethereum,1001,1,1001,1962815,72881396,0.0269316328682837,361703,362813,0.9969405726917172
ethereum,1006,1,1006,1963821,72881396,0.026945436116509073,361704,362813,0.9969433289325355
ethereum,1007,1,1007,1964828,72881396,0.02695925308565714,361705,362813,0.9969460851733538
ethereum,1010,1,1010,1965838,72881396,0.026973111217573276,361706,362813,0.9969488414141721
ethereum,1011,2,2022,1967860,72881396,0.02700085492325092,361708,362813,0.9969543538958086
ethereum,1012,1,1012,1968872,72881396,0.027014740497012434,361709,362813,0.9969571101366269
ethereum,1016,1,1016,1969888,72881396,0.027028680954464705,361710,362813,0.9969598663774452
ethereum,1018,1,1018,1970906,72881396,0.02704264885376235,361711,362813,0.9969626226182634
ethereum,1020,2,2040,1972946,72881396,0.027070639536048404,361713,362813,0.9969681350998999
ethereum,1021,3,3063,1976009,72881396,0.027112666722245552,361716,362813,0.9969764038223548
ethereum,1022,2,2044,1978053,72881396,0.02714071228822236,361718,362813,0.9969819163039914
ethereum,1024,2,2048,1980101,72881396,0.027168812737889927,361720,362813,0.9969874287856278
ethereum,1025,1,1025,1981126,72881396,0.0271828766836464,361721,362813,0.9969901850264461
ethereum,1030,1,1030,1982156,72881396,0.027197009234016318,361722,362813,0.9969929412672645
ethereum,1031,1,1031,1983187,72881396,0.027211155505308927,361723,362813,0.9969956975080827
ethereum,1033,1,1033,1984220,72881396,0.027225329218446913,361724,362813,0.996998453748901
ethereum,1034,1,1034,1985254,72881396,0.027239516652507588,361725,362813,0.9970012099897192
ethereum,1035,1,1035,1986289,72881396,0.027253717807490953,361726,362813,0.9970039662305374
ethereum,1037,2,2074,1988363,72881396,0.02728217500114844,361728,362813,0.997009478712174
ethereum,1039,2,2078,1990441,72881396,0.027310687078496685,361730,362813,0.9970149911938105
ethereum,1040,2,2080,1992521,72881396,0.027339226597690308,361732,362813,0.9970205036754471
ethereum,1042,1,1042,1993563,72881396,0.027353523799132497,361733,362813,0.9970232599162654
ethereum,1043,1,1043,1994606,72881396,0.027367834721497376,361734,362813,0.9970260161570836
ethereum,1049,1,1049,1995655,72881396,0.02738222796939839,361735,362813,0.997028772397902
ethereum,1050,1,1050,1996705,72881396,0.027396634938222093,361736,362813,0.9970315286387202
ethereum,1051,1,1051,1997756,72881396,0.027411055627968486,361737,362813,0.9970342848795385
ethereum,1055,1,1055,1998811,72881396,0.027425531201405638,361738,362813,0.9970370411203567
ethereum,1057,2,2114,2000925,72881396,0.027454537231970694,361740,362813,0.9970425536019933
ethereum,1058,1,1058,2001983,72881396,0.02746905396817591,361741,362813,0.9970453098428116
ethereum,1059,1,1059,2003042,72881396,0.02748358442530382,361742,362813,0.9970480660836298
ethereum,1061,1,1061,2004103,72881396,0.027498142324277105,361743,362813,0.9970508223244481
ethereum,1065,1,1065,2005168,72881396,0.027512755106941147,361744,362813,0.9970535785652664
ethereum,1068,2,2136,2007304,72881396,0.027542062997805365,361746,362813,0.9970590910469029
ethereum,1069,1,1069,2008373,72881396,0.027556730664160166,361747,362813,0.9970618472877212
ethereum,1070,1,1070,2009443,72881396,0.027571412051437653,361748,362813,0.9970646035285395
ethereum,1071,1,1071,2010514,72881396,0.027586107159637833,361749,362813,0.9970673597693578
ethereum,1076,1,1076,2011590,72881396,0.027600870872451454,361750,362813,0.997070116010176
ethereum,1077,1,1077,2012667,72881396,0.02761564830618777,361751,362813,0.9970728722509943
ethereum,1080,2,2160,2014827,72881396,0.02764528549919653,361753,362813,0.9970783847326309
ethereum,1081,1,1081,2015908,72881396,0.0276601178166236,361754,362813,0.9970811409734491
ethereum,1083,1,1083,2016991,72881396,0.02767497757589605,361755,362813,0.9970838972142674
ethereum,1085,1,1085,2018076,72881396,0.027689864777013875,361756,362813,0.9970866534550856
ethereum,1086,1,1086,2019162,72881396,0.027704765699054393,361757,362813,0.997089409695904
ethereum,1087,1,1087,2020249,72881396,0.0277196803420176,361758,362813,0.9970921659367222
ethereum,1088,1,1088,2021337,72881396,0.027734608705903493,361759,362813,0.9970949221775405
ethereum,1089,1,1089,2022426,72881396,0.027749550790712077,361760,362813,0.9970976784183587
ethereum,1091,1,1091,2023517,72881396,0.02776452031736604,361761,362813,0.9971004346591771
ethereum,1098,2,2196,2025713,72881396,0.027794651463591613,361763,362813,0.9971059471408136
ethereum,1099,1,1099,2026812,72881396,0.02780973075762709,361764,362813,0.9971087033816318
ethereum,1100,1,1100,2027912,72881396,0.027824823772585255,361765,362813,0.9971114596224502
ethereum,1102,1,1102,2029014,72881396,0.0278399442293888,361766,362813,0.9971142158632684
ethereum,1104,1,1104,2030118,72881396,0.027855092128037724,361767,362813,0.9971169721040867
ethereum,1105,1,1105,2031223,72881396,0.027870253747609337,361768,362813,0.9971197283449049
ethereum,1111,5,5555,2036778,72881396,0.027946473473148072,361773,362813,0.9971335095489963
ethereum,1114,1,1114,2037892,72881396,0.02796175858102389,361774,362813,0.9971362657898146
ethereum,1115,1,1115,2039007,72881396,0.02797705740982239,361775,362813,0.9971390220306329
ethereum,1118,1,1118,2040125,72881396,0.027992397401388962,361776,362813,0.9971417782714511
ethereum,1119,1,1119,2041244,72881396,0.028007751113878224,361777,362813,0.9971445345122694
ethereum,1120,1,1120,2042364,72881396,0.028023118547290175,361778,362813,0.9971472907530877
ethereum,1122,1,1122,2043486,72881396,0.028038513422547505,361779,362813,0.997150046993906
ethereum,1124,1,1124,2044610,72881396,0.02805393573965021,361780,362813,0.9971528032347242
ethereum,1127,1,1127,2045737,72881396,0.028069399219520987,361781,362813,0.9971555594755425
ethereum,1129,1,1129,2046866,72881396,0.02808489014123714,361782,362813,0.9971583157163608
ethereum,1130,1,1130,2047996,72881396,0.028100394783875982,361783,362813,0.9971610719571791
ethereum,1136,1,1136,2049132,72881396,0.02811598175205096,361784,362813,0.9971638281979973
ethereum,1138,1,1138,2050270,72881396,0.02813159616207132,361785,362813,0.9971665844388156
ethereum,1144,1,1144,2051414,72881396,0.028147292897627813,361786,362813,0.9971693406796338
ethereum,1151,3,3453,2054867,72881396,0.028194671243673763,361789,362813,0.9971776094020887
ethereum,1152,2,2304,2057171,72881396,0.028226284249549774,361791,362813,0.9971831218837253
ethereum,1153,1,1153,2058324,72881396,0.02824210447341047,361792,362813,0.9971858781245435
ethereum,1155,2,2310,2060634,72881396,0.02827379980482262,361794,362813,0.99719139060618
ethereum,1156,1,1156,2061790,72881396,0.028289661191451383,361795,362813,0.9971941468469984
ethereum,1159,2,2318,2064108,72881396,0.028321466290245043,361797,362813,0.9971996593286349
ethereum,1160,1,1160,2065268,72881396,0.028337382560564565,361798,362813,0.9972024155694531
ethereum,1164,3,3492,2068760,72881396,0.028385296022595395,361801,362813,0.997210684291908
ethereum,1166,2,2332,2071092,72881396,0.028417293214306708,361803,362813,0.9972161967735444
ethereum,1167,1,1167,2072259,72881396,0.028433305531085053,361804,362813,0.9972189530143628
ethereum,1168,1,1168,2073427,72881396,0.028449331568786086,361805,362813,0.997221709255181
ethereum,1170,2,2340,2075767,72881396,0.028481438527878912,361807,362813,0.9972272217368175
ethereum,1173,1,1173,2076940,72881396,0.028497533170193393,361808,362813,0.9972299779776359
ethereum,1175,1,1175,2078115,72881396,0.02851365525435325,361809,362813,0.9972327342184542
ethereum,1178,1,1178,2079293,72881396,0.028529818501281178,361810,362813,0.9972354904592724
ethereum,1179,1,1179,2080472,72881396,0.028545995469131794,361811,362813,0.9972382467000906
ethereum,1180,1,1180,2081652,72881396,0.0285621861579051,361812,362813,0.997241002940909
ethereum,1181,2,2362,2084014,72881396,0.028594594977297088,361814,362813,0.9972465154225455
ethereum,1182,1,1182,2085196,72881396,0.02861081310791577,361815,362813,0.9972492716633637
ethereum,1185,1,1185,2086381,72881396,0.028627072401302522,361816,362813,0.997252027904182
ethereum,1191,2,2382,2088763,72881396,0.028659755639148295,361818,362813,0.9972575403858186
ethereum,1195,1,1195,2089958,72881396,0.02867615214176194,361819,362813,0.9972602966266368
ethereum,1197,1,1197,2091155,72881396,0.028692576086220962,361820,362813,0.9972630528674551
ethereum,1198,1,1198,2092353,72881396,0.02870901375160267,361821,362813,0.9972658091082734
ethereum,1199,1,1199,2093552,72881396,0.028725465137907073,361822,362813,0.9972685653490917
ethereum,1200,3,3600,2097152,72881396,0.028774860459588342,361825,362813,0.9972768340715465
ethereum,1201,1,1201,2098353,72881396,0.02879133928773812,361826,362813,0.9972795903123648
ethereum,1202,1,1202,2099555,72881396,0.02880783183681059,361827,362813,0.997282346553183
ethereum,1204,1,1204,2100759,72881396,0.028824351827728436,361828,362813,0.9972851027940013
ethereum,1205,1,1205,2101964,72881396,0.028840885539568973,361829,362813,0.9972878590348195
ethereum,1209,3,3627,2105591,72881396,0.028890651326162854,361832,362813,0.9972961277572744
ethereum,1210,1,1210,2106801,72881396,0.028907253642616836,361833,362813,0.9972988839980926
ethereum,1212,1,1212,2108013,72881396,0.028923883400916197,361834,362813,0.997301640238911
ethereum,1214,1,1214,2109227,72881396,0.028940540601060934,361835,362813,0.9973043964797292
ethereum,1217,1,1217,2110444,72881396,0.02895723896397374,361836,362813,0.9973071527205475
ethereum,1220,1,1220,2111664,72881396,0.028973978489654616,361837,362813,0.9973099089613657
ethereum,1222,1,1222,2112886,72881396,0.028990745457180868,361838,362813,0.9973126652021841
ethereum,1226,1,1226,2114112,72881396,0.029007567308397878,361839,362813,0.9973154214430023
ethereum,1229,1,1229,2115341,72881396,0.029024430322382958,361840,362813,0.9973181776838206
ethereum,1230,1,1230,2116571,72881396,0.029041307057290723,361841,362813,0.9973209339246388
ethereum,1232,1,1232,2117803,72881396,0.02905821123404387,361842,362813,0.9973236901654572
ethereum,1235,2,2470,2120273,72881396,0.029092101913086296,361844,362813,0.9973292026470937
ethereum,1236,2,2472,2122745,72881396,0.029126020033974104,361846,362813,0.9973347151287302
ethereum,1238,1,1238,2123983,72881396,0.029143006536263383,361847,362813,0.9973374713695485
ethereum,1240,1,1240,2125223,72881396,0.029160020480398043,361848,362813,0.9973402276103668
ethereum,1241,1,1241,2126464,72881396,0.02917704814545539,361849,362813,0.997342983851185
ethereum,1243,1,1243,2127707,72881396,0.02919410325235812,361850,362813,0.9973457400920033
ethereum,1246,1,1246,2128953,72881396,0.029211199522028913,361851,362813,0.9973484963328216
ethereum,1247,1,1247,2130200,72881396,0.029228309512622397,361852,362813,0.9973512525736399
ethereum,1250,2,2500,2132700,72881396,0.029262611819345502,361854,362813,0.9973567650552764
ethereum,1251,3,3753,2136453,72881396,0.029314106442198225,361857,362813,0.9973650337777312
ethereum,1252,1,1252,2137705,72881396,0.029331285037405157,361858,362813,0.9973677900185495
ethereum,1259,1,1259,2138964,72881396,0.02934855967907091,361859,362813,0.9973705462593677
ethereum,1267,1,1267,2140231,72881396,0.02936594408811818,361860,362813,0.9973733025001861
ethereum,1268,1,1268,2141499,72881396,0.029383342218088138,361861,362813,0.9973760587410043
ethereum,1271,1,1271,2142770,72881396,0.029400781510826163,361862,362813,0.9973788149818226
ethereum,1275,1,1275,2144045,72881396,0.029418275687254948,361863,362813,0.9973815712226408
ethereum,1277,1,1277,2145322,72881396,0.02943579730552911,361864,362813,0.9973843274634592
ethereum,1279,2,2558,2147880,72881396,0.02947089542576819,361866,362813,0.9973898399450957
ethereum,1281,1,1281,2149161,72881396,0.029488471927733108,361867,362813,0.9973925961859139
ethereum,1284,1,1284,2150445,72881396,0.029506089592466093,361868,362813,0.9973953524267323
ethereum,1285,1,1285,2151730,72881396,0.02952372097812177,361869,362813,0.9973981086675505
ethereum,1288,1,1288,2153018,72881396,0.02954139352654551,361870,362813,0.9974008649083688
ethereum,1291,1,1291,2154309,72881396,0.029559107237737324,361871,362813,0.997403621149187
ethereum,1293,2,2586,2156895,72881396,0.0295945895438117,361873,362813,0.9974091336308236
ethereum,1300,2,2600,2159495,72881396,0.02963026394280373,361875,362813,0.9974146461124601
ethereum,1301,1,1301,2160796,72881396,0.029648114863222434,361876,362813,0.9974174023532784
ethereum,1305,1,1305,2162101,72881396,0.029666020667331892,361877,362813,0.9974201585940967
ethereum,1306,1,1306,2163407,72881396,0.029683940192364044,361878,362813,0.997422914834915
ethereum,1310,2,2620,2166027,72881396,0.029719889009809857,361880,362813,0.9974284273165515
ethereum,1317,1,1317,2167344,72881396,0.029737959464991588,361881,362813,0.9974311835573698
ethereum,1320,1,1320,2168664,72881396,0.029756071082941385,361882,362813,0.9974339397981881
ethereum,1325,1,1325,2169989,72881396,0.02977425130550463,361883,362813,0.9974366960390063
ethereum,1330,1,1330,2171319,72881396,0.029792500132681324,361884,362813,0.9974394522798246
ethereum,1334,1,1334,2172653,72881396,0.02981080384354877,361885,362813,0.9974422085206429
ethereum,1341,1,1341,2173994,72881396,0.029829203600875043,361886,362813,0.9974449647614612
ethereum,1343,1,1343,2175337,72881396,0.029847630800046696,361887,362813,0.9974477210022794
ethereum,1344,1,1344,2176681,72881396,0.029866071720141035,361888,362813,0.9974504772430977
ethereum,1349,1,1349,2178030,72881396,0.029884581244848822,361889,362813,0.9974532334839159
ethereum,1351,3,4053,2182083,72881396,0.02994019214450832,361892,362813,0.9974615022063708
ethereum,1353,1,1353,2183436,72881396,0.029958756552906862,361893,362813,0.997464258447189
ethereum,1355,1,1355,2184791,72881396,0.029977348403150784,361894,362813,0.9974670146880074
ethereum,1358,4,5432,2190223,72881396,0.030051880455198746,361898,362813,0.9974780396512805
ethereum,1359,1,1359,2191582,72881396,0.030070527189133424,361899,362813,0.9974807958920987
ethereum,1360,3,4080,2195662,72881396,0.03012650855370553,361902,362813,0.9974890646145536
ethereum,1361,1,1361,2197023,72881396,0.03014518272948559,361903,362813,0.9974918208553718
ethereum,1370,3,4110,2201133,72881396,0.030201575721738372,361906,362813,0.9975000895778265
ethereum,1371,1,1371,2202504,72881396,0.030220387106745322,361907,362813,0.9975028458186449
ethereum,1373,1,1373,2203877,72881396,0.03023922593359765,361908,362813,0.9975056020594631
ethereum,1376,1,1376,2205253,72881396,0.030258105923218048,361909,362813,0.9975083583002814
ethereum,1380,3,4140,2209393,72881396,0.030314910543151507,361912,362813,0.9975166270227362
ethereum,1387,1,1387,2210780,72881396,0.030333941462921486,361913,362813,0.9975193832635545
ethereum,1388,2,2776,2213556,72881396,0.03037203074430682,361915,362813,0.9975248957451911
ethereum,1395,1,1395,2214951,72881396,0.03039117143145831,361916,362813,0.9975276519860093
ethereum,1398,2,2796,2217747,72881396,0.030429535131297432,361918,362813,0.9975331644676458
ethereum,1400,2,2800,2220547,72881396,0.030467953714827307,361920,362813,0.9975386769492824
ethereum,1412,2,2824,2223371,72881396,0.030506701600501725,361922,362813,0.9975441894309189
ethereum,1413,1,1413,2224784,72881396,0.030526089264261622,361923,362813,0.9975469456717372
ethereum,1415,1,1415,2226199,72881396,0.0305455043698669,361924,362813,0.9975497019125555
ethereum,1416,1,1416,2227615,72881396,0.030564933196394865,361925,362813,0.9975524581533738
ethereum,1417,1,1417,2229032,72881396,0.03058437574384552,361926,362813,0.997555214394192
ethereum,1420,1,1420,2230452,72881396,0.030603859454064245,361927,362813,0.9975579706350103
ethereum,1422,1,1422,2231874,72881396,0.030623370606128346,361928,362813,0.9975607268758286
ethereum,1431,2,2862,2234736,72881396,0.030662639886864955,361930,362813,0.9975662393574651
ethereum,1435,1,1435,2236171,72881396,0.03068232941092402,361931,362813,0.9975689955982834
ethereum,1436,1,1436,2237607,72881396,0.030702032655905768,361932,362813,0.9975717518391017
ethereum,1438,1,1438,2239045,72881396,0.030721763342732897,361933,362813,0.99757450807992
ethereum,1440,1,1440,2240485,72881396,0.030741521471405405,361934,362813,0.9975772643207382
ethereum,1445,1,1445,2241930,72881396,0.03076134820469136,361935,362813,0.9975800205615565
ethereum,1451,1,1451,2243381,72881396,0.03078125726351345,361936,362813,0.9975827768023747
ethereum,1455,1,1455,2244836,72881396,0.030801221206026293,361937,362813,0.9975855330431931
ethereum,1461,1,1461,2246297,72881396,0.03082126747407528,361938,362813,0.9975882892840113
ethereum,1465,1,1465,2247762,72881396,0.030841368625815015,361939,362813,0.9975910455248296
ethereum,1468,1,1468,2249230,72881396,0.03086151094032282,361940,362813,0.9975938017656478
ethereum,1469,1,1469,2250699,72881396,0.030881666975753317,361941,362813,0.9975965580064662
ethereum,1474,1,1474,2252173,72881396,0.03090189161579726,361942,362813,0.9975993142472844
ethereum,1480,1,1480,2253653,72881396,0.030922198581377337,361943,362813,0.9976020704881027
ethereum,1485,1,1485,2255138,72881396,0.03094257415157086,361944,362813,0.9976048267289209
ethereum,1488,1,1488,2256626,72881396,0.030962990884532453,361945,362813,0.9976075829697393
ethereum,1490,1,1490,2258116,72881396,0.030983435059339422,361946,362813,0.9976103392105575
ethereum,1491,1,1491,2259607,72881396,0.03100389295506908,361947,362813,0.9976130954513758
ethereum,1496,1,1496,2261103,72881396,0.031024419455412188,361948,362813,0.997615851692194
ethereum,1497,1,1497,2262600,72881396,0.03104495967667798,361949,362813,0.9976186079330123
ethereum,1500,3,4500,2267100,72881396,0.03110670382877957,361952,362813,0.9976268766554671
ethereum,1501,1,1501,2268601,72881396,0.03112729893373612,361953,362813,0.9976296328962854
ethereum,1502,1,1502,2270103,72881396,0.031147907759615363,361954,362813,0.9976323891371037
ethereum,1506,1,1506,2271609,72881396,0.03116857146918536,361955,362813,0.997635145377922
ethereum,1510,1,1510,2273119,72881396,0.031189290062446116,361956,362813,0.9976379016187402
ethereum,1512,1,1512,2274631,72881396,0.031210036097552248,361957,362813,0.9976406578595585
ethereum,1513,1,1513,2276144,72881396,0.03123079585358107,361958,362813,0.9976434141003768
ethereum,1514,2,3028,2279172,72881396,0.031272342807484095,361960,362813,0.9976489265820133
ethereum,1515,1,1515,2280687,72881396,0.03129313000535829,361961,362813,0.9976516828228316
ethereum,1518,1,1518,2282205,72881396,0.031313958366000566,361962,362813,0.9976544390636499
ethereum,1526,1,1526,2283731,72881396,0.03133489649402434,361963,362813,0.9976571953044682
ethereum,1531,2,3062,2286793,72881396,0.0313769099592988,361965,362813,0.9976627077861047
ethereum,1536,2,3072,2289865,72881396,0.03141906063380016,361967,362813,0.9976682202677413
ethereum,1542,1,1542,2291407,72881396,0.03144021829658696,361968,362813,0.9976709765085595
ethereum,1545,1,1545,2292952,72881396,0.031461417122141844,361969,362813,0.9976737327493778
ethereum,1547,1,1547,2294499,72881396,0.0314826433895421,361970,362813,0.997676488990196
ethereum,1548,1,1548,2296047,72881396,0.03150388337786505,361971,362813,0.9976792452310144
ethereum,1550,1,1550,2297597,72881396,0.03152515080803337,361972,362813,0.9976820014718326
ethereum,1555,1,1555,2299152,72881396,0.03154648684281514,361973,362813,0.9976847577126509
ethereum,1559,2,3118,2302270,72881396,0.031589268679760196,361975,362813,0.9976902701942875
ethereum,1560,1,1560,2303830,72881396,0.03161067331915541,361976,362813,0.9976930264351057
ethereum,1565,1,1565,2305395,72881396,0.03163214656316408,361977,362813,0.997695782675924
ethereum,1566,1,1566,2306961,72881396,0.03165363352809543,361978,362813,0.9976985389167422
ethereum,1568,1,1568,2308529,72881396,0.03167514793487216,361979,362813,0.9977012951575605
ethereum,1570,2,3140,2311669,72881396,0.03171823163211638,361981,362813,0.9977068076391971
ethereum,1574,1,1574,2313243,72881396,0.03173982836442924,361982,362813,0.9977095638800153
ethereum,1578,3,4734,2317977,72881396,0.03180478321244011,361985,362813,0.9977178326024702
ethereum,1579,1,1579,2319556,72881396,0.03182644854936643,361986,362813,0.9977205888432884
ethereum,1585,2,3170,2322726,72881396,0.031869943874291325,361988,362813,0.997726101324925
ethereum,1587,1,1587,2324313,72881396,0.031891718978599146,361989,362813,0.9977288575657433
ethereum,1592,1,1592,2325905,72881396,0.03191356268752042,361990,362813,0.9977316138065615
ethereum,1595,1,1595,2327500,72881396,0.03193544755920976,361991,362813,0.9977343700473797
ethereum,1599,1,1599,2329099,72881396,0.03195738731458986,361992,362813,0.9977371262881981
ethereum,1600,3,4800,2333899,72881396,0.03202324774349822,361995,362813,0.9977453950106528
ethereum,1603,1,1603,2335502,72881396,0.03204524238256907,361996,362813,0.9977481512514711
ethereum,1605,2,3210,2338712,72881396,0.03208928654440154,361998,362813,0.9977536637331077
ethereum,1610,1,1610,2340322,72881396,0.032111377229931216,361999,362813,0.997756419973926
ethereum,1612,2,3224,2343546,72881396,0.03215561348468133,362001,362813,0.9977619324555626
ethereum,1619,1,1619,2345165,72881396,0.032177827658515214,362002,362813,0.9977646886963808
ethereum,1620,1,1620,2346785,72881396,0.03220005555327178,362003,362813,0.997767444937199
ethereum,1625,1,1625,2348410,72881396,0.0322223520526418,362004,362813,0.9977702011780173
ethereum,1627,1,1627,2350037,72881396,0.0322446759938572,362005,362813,0.9977729574188356
ethereum,1629,1,1629,2351666,72881396,0.03226702737691797,362006,362813,0.9977757136596539
ethereum,1631,1,1631,2353297,72881396,0.032289406201824127,362007,362813,0.9977784699004721
ethereum,1633,1,1633,2354930,72881396,0.03231181246857566,362008,362813,0.9977812261412904
ethereum,1635,1,1635,2356565,72881396,0.032334246177172565,362009,362813,0.9977839823821086
ethereum,1641,1,1641,2358206,72881396,0.03235676221130561,362010,362813,0.997786738622927
ethereum,1644,1,1644,2359850,72881396,0.03237931940820672,362011,362813,0.9977894948637452
ethereum,1646,1,1646,2361496,72881396,0.032401904046953214,362012,362813,0.9977922511045635
ethereum,1657,1,1657,2363153,72881396,0.03242463961584929,362013,362813,0.9977950073453817
ethereum,1662,2,3324,2366477,72881396,0.03247024796286833,362015,362813,0.9978005198270183
ethereum,1663,1,1663,2368140,72881396,0.03249306585730054,362016,362813,0.9978032760678366
ethereum,1664,1,1664,2369804,72881396,0.03251589747265544,362017,362813,0.9978060323086548
ethereum,1666,1,1666,2371470,72881396,0.03253875652985571,362018,362813,0.9978087885494732
ethereum,1669,2,3338,2374808,72881396,0.0325845569697924,362020,362813,0.9978143010311097
ethereum,1672,1,1672,2376480,72881396,0.03260749835252881,362021,362813,0.9978170572719279
ethereum,1675,1,1675,2378155,72881396,0.03263048089803329,362022,362813,0.9978198135127463
ethereum,1678,1,1678,2379833,72881396,0.03265350460630584,362023,362813,0.9978225697535645
ethereum,1679,1,1679,2381512,72881396,0.03267654203550108,362024,362813,0.9978253259943828
ethereum,1682,2,3364,2384876,72881396,0.032722699219427685,362026,362813,0.9978308384760193
ethereum,1686,1,1686,2386562,72881396,0.032745832695081745,362027,362813,0.9978335947168376
ethereum,1688,1,1688,2388250,72881396,0.03276899361258118,362028,362813,0.9978363509576559
ethereum,1690,1,1690,2389940,72881396,0.032792181971926,362029,362813,0.9978391071984741
ethereum,1692,1,1692,2391632,72881396,0.0328153977731162,362030,362813,0.9978418634392924
ethereum,1696,1,1696,2393328,72881396,0.032838668457997156,362031,362813,0.9978446196801107
ethereum,1699,1,1699,2395027,72881396,0.032861980305646174,362032,362813,0.997847375920929
ethereum,1701,1,1701,2396728,72881396,0.03288531959514058,362033,362813,0.9978501321617472
ethereum,1708,1,1708,2398436,72881396,0.0329087549310938,362034,362813,0.9978528884025655
ethereum,1710,1,1710,2400146,72881396,0.0329322177088924,362035,362813,0.9978556446433838
ethereum,1728,1,1728,2401874,72881396,0.032955927463299416,362036,362813,0.9978584008842021
ethereum,1732,1,1732,2403606,72881396,0.03297969210139718,362037,362813,0.9978611571250203
ethereum,1746,2,3492,2407098,72881396,0.033027605563428014,362039,362813,0.9978666696066568
